id,SwitchID,Date_n_Time,Status
472,206B,"2021-06-11 11:01:26",Attended
473,206B,"2021-06-11 11:01:26",Called
474,206B,"2021-06-11 11:01:28",Called
475,206B,"2021-06-11 11:01:28",Attended
476,206B,"2021-06-11 11:01:29",Attended
477,206B,"2021-06-11 11:01:29",Called
478,206B,"2021-06-11 11:01:30",Attended
479,206B,"2021-06-11 11:01:31",Called
480,206B,"2021-06-11 11:01:31",Attended
481,206B,"2021-06-11 11:01:33",Called
482,206B,"2021-06-11 11:01:36",Attended
483,206B,"2021-06-11 11:01:36",Called
484,206B,"2021-06-11 11:01:41",Attended
485,206B,"2021-06-11 11:01:41",Called
486,207B,"2021-06-11 11:02:43",Attended
487,208A,"2021-06-11 11:02:43",Attended
488,208B,"2021-06-11 11:02:44",Attended
489,209A,"2021-06-11 11:02:45",Attended
490,209B,"2021-06-11 11:02:46",Attended
491,210A,"2021-06-11 11:02:47",Attended
492,207A,"2021-06-11 11:02:48",Attended
493,210B,"2021-06-11 11:02:48",Attended
494,211A,"2021-06-11 11:02:50",Attended
495,211B,"2021-06-11 11:02:51",Attended
496,212A,"2021-06-11 11:02:51",Attended
497,204A,"2021-06-11 11:02:55",Attended
498,203A,"2021-06-11 11:03:02",Attended
499,206B,"2021-06-11 11:03:04",Called
500,206B,"2021-06-11 11:03:14",Attended
501,201A,"2021-06-11 11:04:30",Called
502,201A,"2021-06-11 11:04:33",Attended
503,205A,"2021-06-11 11:04:45",Called
504,205A,"2021-06-11 11:04:47",Called
505,205A,"2021-06-11 11:04:48",Attended
506,201A,"2021-06-11 11:04:49",Called
507,202A,"2021-06-11 11:04:50",Called
508,203A,"2021-06-11 11:04:52",Called
509,204A,"2021-06-11 11:04:53",Called
510,205A,"2021-06-11 11:04:54",Called
511,205B,"2021-06-11 11:04:55",Called
512,206A,"2021-06-11 11:04:58",Called
513,206B,"2021-06-11 11:04:58",Called
514,207A,"2021-06-11 11:04:59",Called
515,207B,"2021-06-11 11:05:01",Called
516,208A,"2021-06-11 11:05:02",Called
517,208B,"2021-06-11 11:05:04",Called
518,209A,"2021-06-11 11:05:05",Called
519,209B,"2021-06-11 11:05:06",Called
520,210A,"2021-06-11 11:05:07",Called
521,210B,"2021-06-11 11:05:09",Called
522,211A,"2021-06-11 11:05:10",Called
523,211B,"2021-06-11 11:05:11",Called
524,212A,"2021-06-11 11:05:14",Called
525,212B,"2021-06-11 11:05:14",Called
526,212B,"2021-06-11 11:05:18",Attended
527,212B,"2021-06-11 11:05:19",Called
528,212B,"2021-06-11 11:05:20",Attended
529,212B,"2021-06-11 11:05:21",Called
530,212B,"2021-06-11 11:05:21",Attended
531,211B,"2021-06-11 11:05:26",Attended
532,212A,"2021-06-11 11:05:27",Attended
533,211B,"2021-06-11 11:05:27",Called
534,211B,"2021-06-11 11:05:28",Attended
535,212A,"2021-06-11 11:05:29",Called
536,212A,"2021-06-11 11:05:29",Attended
537,211B,"2021-06-11 11:05:29",Called
538,211A,"2021-06-11 11:05:29",Attended
539,211A,"2021-06-11 11:05:30",Called
540,212B,"2021-06-11 11:05:32",Called
541,210B,"2021-06-11 11:05:33",Attended
542,210B,"2021-06-11 11:05:34",Called
543,211A,"2021-06-11 11:05:34",Attended
544,211A,"2021-06-11 11:05:34",Called
545,210B,"2021-06-11 11:05:35",Attended
546,210B,"2021-06-11 11:05:36",Called
547,210A,"2021-06-11 11:05:37",Attended
548,210A,"2021-06-11 11:05:37",Called
549,210A,"2021-06-11 11:05:38",Attended
550,210A,"2021-06-11 11:05:39",Called
551,210A,"2021-06-11 11:05:40",Attended
552,209B,"2021-06-11 11:05:42",Attended
553,209B,"2021-06-11 11:05:43",Called
554,209B,"2021-06-11 11:05:43",Attended
555,209A,"2021-06-11 11:05:45",Attended
556,209A,"2021-06-11 11:05:46",Called
557,209A,"2021-06-11 11:05:46",Attended
558,209A,"2021-06-11 11:05:47",Called
559,208B,"2021-06-11 11:05:50",Attended
560,208B,"2021-06-11 11:05:51",Called
561,208B,"2021-06-11 11:05:53",Attended
562,208B,"2021-06-11 11:05:53",Called
563,208A,"2021-06-11 11:05:53",Attended
564,208A,"2021-06-11 11:05:54",Called
565,208A,"2021-06-11 11:05:55",Attended
566,208A,"2021-06-11 11:05:55",Called
567,207B,"2021-06-11 11:05:56",Attended
568,207B,"2021-06-11 11:05:57",Called
569,207A,"2021-06-11 11:06:01",Attended
570,207A,"2021-06-11 11:06:02",Called
571,207A,"2021-06-11 11:06:02",Attended
572,206B,"2021-06-11 11:06:03",Attended
573,206B,"2021-06-11 11:06:04",Called
574,206B,"2021-06-11 11:06:05",Attended
575,206B,"2021-06-11 11:06:07",Called
576,206B,"2021-06-11 11:06:07",Attended
577,206B,"2021-06-11 11:06:08",Attended
578,206B,"2021-06-11 11:06:08",Called
579,206B,"2021-06-11 11:06:11",Called
580,206B,"2021-06-11 11:06:11",Attended
581,206B,"2021-06-11 11:06:13",Called
582,206B,"2021-06-11 11:06:13",Attended
583,206B,"2021-06-11 11:06:14",Called
584,206B,"2021-06-11 11:06:20",Attended
585,206B,"2021-06-11 11:06:21",Called
586,206B,"2021-06-11 11:06:21",Attended
587,206B,"2021-06-11 11:06:22",Called
588,206B,"2021-06-11 11:06:23",Attended
589,206B,"2021-06-11 11:06:23",Called
590,206B,"2021-06-11 11:06:24",Attended
591,206B,"2021-06-11 11:06:25",Called
592,206B,"2021-06-11 11:06:26",Attended
593,206B,"2021-06-11 11:06:27",Called
594,206B,"2021-06-11 11:06:28",Attended
595,206B,"2021-06-11 11:06:28",Called
596,206B,"2021-06-11 11:06:29",Attended
597,206B,"2021-06-11 11:06:29",Called
598,206B,"2021-06-11 11:06:31",Attended
599,206B,"2021-06-11 11:06:32",Called
600,206B,"2021-06-11 11:06:32",Attended
601,206A,"2021-06-11 11:06:38",Attended
602,205B,"2021-06-11 11:06:45",Attended
603,206A,"2021-06-11 11:06:45",Called
604,205B,"2021-06-11 11:06:45",Called
605,206A,"2021-06-11 11:06:46",Attended
606,206A,"2021-06-11 11:06:46",Called
607,205B,"2021-06-11 11:06:46",Attended
608,205B,"2021-06-11 11:06:47",Called
609,205B,"2021-06-11 11:06:47",Attended
610,205B,"2021-06-11 11:06:48",Called
611,205A,"2021-06-11 11:06:49",Attended
612,205A,"2021-06-11 11:06:50",Called
613,205A,"2021-06-11 11:06:51",Attended
614,205A,"2021-06-11 11:06:51",Called
615,205A,"2021-06-11 11:06:52",Attended
616,204A,"2021-06-11 11:06:54",Attended
617,204A,"2021-06-11 11:06:54",Called
618,204A,"2021-06-11 11:06:55",Attended
619,204A,"2021-06-11 11:06:56",Called
620,204A,"2021-06-11 11:06:57",Attended
621,204A,"2021-06-11 11:06:58",Called
622,205A,"2021-06-11 11:06:58",Called
623,203A,"2021-06-11 11:07:00",Attended
624,203A,"2021-06-11 11:07:02",Called
625,203A,"2021-06-11 11:07:02",Attended
626,202A,"2021-06-11 11:07:05",Attended
627,202A,"2021-06-11 11:07:05",Called
628,201A,"2021-06-11 11:07:06",Attended
629,202A,"2021-06-11 11:07:07",Called
630,201A,"2021-06-11 11:07:08",Called
631,201A,"2021-06-11 11:07:08",Attended
632,201A,"2021-06-11 11:07:09",Called
633,206B,"2021-06-11 11:08:44",Called
634,206B,"2021-06-11 11:08:47",Attended
635,206B,"2021-06-11 11:08:50",Called
636,206B,"2021-06-11 11:08:50",Attended
637,206B,"2021-06-11 11:08:51",Called
638,206B,"2021-06-11 11:08:51",Attended
639,206B,"2021-06-11 11:09:04",Called
640,206B,"2021-06-11 11:09:04",Attended
641,206B,"2021-06-11 11:09:05",Attended
642,206B,"2021-06-11 11:09:11",Called
643,201A,"2021-06-11 11:09:24",Attended
644,203A,"2021-06-11 11:09:25",Attended
645,204A,"2021-06-11 11:09:26",Attended
646,205A,"2021-06-11 11:09:27",Attended
647,202A,"2021-06-11 11:09:27",Attended
648,205B,"2021-06-11 11:09:28",Attended
649,206A,"2021-06-11 11:09:29",Attended
650,206B,"2021-06-11 11:09:29",Attended
651,207A,"2021-06-11 11:09:30",Attended
652,207B,"2021-06-11 11:09:31",Attended
653,208A,"2021-06-11 11:09:31",Attended
654,208B,"2021-06-11 11:09:32",Attended
655,209A,"2021-06-11 11:09:33",Attended
656,209B,"2021-06-11 11:09:35",Attended
657,210A,"2021-06-11 11:09:35",Called
658,211A,"2021-06-11 11:09:37",Attended
659,210B,"2021-06-11 11:09:37",Attended
660,211B,"2021-06-11 11:09:37",Attended
661,210A,"2021-06-11 11:09:38",Attended
662,212B,"2021-06-11 11:09:41",Attended
663,212B,"2021-06-11 11:10:00",Called
664,212A,"2021-06-11 11:10:05",Called
665,212B,"2021-06-11 11:10:06",Attended
666,212A,"2021-06-11 11:10:08",Attended
667,212A,"2021-06-11 11:10:11",Called
668,212A,"2021-06-11 11:10:13",Attended
669,212A,"2021-06-11 11:10:15",Called
670,212A,"2021-06-11 11:11:18",Attended
